model,idx,bks,pred,gap_pct,miss,over,rout,mcap,time,prec,total,feasible
llama_rslora,38,521,534,2.5000,0,0,0,0,0,0,0,True
llama_rslora,39,309,309,0.0000,0,0,0,0,0,0,0,True
llama_rslora,40,2180,2180,0.0000,0,0,0,0,0,0,0,True
llama_rslora,41,1709,1709,0.0000,0,0,0,0,0,0,0,True
llama_rslora,42,1271,1281,0.7900,0,0,0,0,0,0,0,True
llama_rslora,43,1442,1442,0.0000,0,0,0,0,0,0,0,True
llama_rslora,44,1525,1525,0.0000,0,0,0,0,0,0,0,True
llama_rslora,45,523,523,0.0000,0,0,0,0,0,0,0,True
llama_rslora,46,857,948,10.6200,0,0,0,0,0,0,0,True
llama_rslora,47,1019,1019,0.0000,0,0,0,0,0,0,0,True
llama_rslora,48,2597,2599,0.0800,0,0,0,0,0,0,0,True
llama_rslora,49,2987,3403,13.9300,0,0,0,0,0,0,0,True
llama_rslora,50,2590,2795,7.9200,0,0,0,0,0,0,0,True
llama_rslora,51,1430,1430,0.0000,0,0,0,0,0,0,0,True
llama_rslora,52,435,435,0.0000,0,0,0,0,0,0,0,True
llama_rslora,53,1598,1598,0.0000,0,0,0,0,0,0,0,True
llama_rslora,54,422,522,23.7000,0,0,0,0,0,0,0,True
llama_rslora,55,1365,1372,0.5100,0,0,0,0,0,0,0,True
llama_rslora,56,1077,1131,5.0100,0,0,0,0,0,0,0,True
llama_rslora,57,242,352,45.4500,0,7,0,0,0,0,7,False
llama_rslora,58,727,727,0.0000,0,0,0,0,0,0,0,True
llama_rslora,59,861,918,6.6200,0,0,0,0,0,0,0,True
llama_rslora,60,2466,3160,28.1400,2,2,1,0,0,0,5,False
llama_rslora,61,693,755,8.9500,0,0,0,0,0,0,0,True
llama_rslora,62,1466,1626,10.9100,0,0,0,0,0,0,0,True
llama_rslora,63,45,45,0.0000,0,0,0,0,0,0,0,True
llama_rslora,64,1819,2013,10.6700,0,0,0,0,0,0,0,True
llama_rslora,65,591,762,28.9300,0,0,0,0,0,0,0,True
llama_rslora,66,532,649,21.9900,0,1,0,0,0,0,1,False
llama_rslora,67,1064,1238,16.3500,0,0,0,0,0,0,0,True
llama_rslora,68,1157,1324,14.4300,0,0,0,0,0,0,0,True
llama_rslora,69,1121,1121,0.0000,0,0,0,0,0,0,0,True
llama_rslora,70,545,720,32.1100,0,0,0,0,0,0,0,True
llama_rslora,71,1016,1218,19.8800,0,0,0,0,0,0,0,True
llama_rslora,72,674,712,5.6400,0,0,0,0,0,0,0,True
llama_rslora,73,340,351,3.2400,0,0,0,0,0,0,0,True
llama_rslora,74,329,363,10.3300,0,0,0,0,0,0,0,True
llama_rslora,75,1621,1621,0.0000,0,0,0,0,0,0,0,True
llama_rslora,76,744,823,10.6200,0,0,0,0,0,0,0,True
llama_rslora,77,2435,2972,22.0500,0,3,2,0,0,0,5,False
llama_rslora,78,698,698,0.0000,0,0,0,0,0,0,0,True
llama_rslora,79,1414,1657,17.1900,0,0,0,0,0,0,0,True
llama_rslora,80,2241,2314,3.2600,0,0,0,0,0,0,0,True
llama_rslora,81,364,364,0.0000,0,0,0,0,0,0,0,True
llama_rslora,82,4012,4417,10.0900,0,0,6,1,2,0,9,False
llama_rslora,83,338,338,0.0000,0,0,0,0,0,0,0,True
llama_rslora,84,930,930,0.0000,0,0,0,0,0,0,0,True
llama_rslora,85,2063,2239,8.5300,0,0,0,0,0,0,0,True
llama_rslora,86,495,495,0.0000,0,0,0,0,0,0,0,True
llama_rslora,87,1884,2193,16.4000,0,0,0,0,0,0,0,True
llama_rslora,88,1328,1373,3.3900,0,0,0,0,0,0,0,True
llama_rslora,89,250,268,7.2000,0,0,0,0,0,0,0,True
llama_rslora,90,301,301,0.0000,0,0,0,0,0,0,0,True
llama_rslora,91,1685,1786,5.9900,0,0,0,0,0,0,0,True
llama_rslora,92,2329,4815,106.7400,0,199,13,144,12,10,378,False
llama_rslora,93,2787,3077,10.4100,0,0,0,0,0,0,0,True
llama_rslora,94,177,177,0.0000,0,0,0,0,0,0,0,True
llama_rslora,95,706,784,11.0500,0,0,0,0,0,0,0,True
llama_rslora,96,822,926,12.6500,0,0,0,0,0,0,0,True
llama_rslora,97,571,662,15.9400,0,0,0,0,0,0,0,True
llama_rslora,98,422,422,0.0000,0,0,0,0,0,0,0,True
llama_rslora,99,895,1040,16.2000,0,0,0,0,0,0,0,True
llama_rslora,100,2448,2691,9.9300,0,0,0,0,0,0,0,True
llama_rslora,101,2704,3283,21.4100,0,0,0,0,0,0,0,True
llama_rslora,102,999,1149,15.0200,0,0,0,0,0,0,0,True
llama_rslora,103,1063,1256,18.1600,0,0,0,0,0,0,0,True
llama_rslora,104,1136,1241,9.2400,0,0,0,0,0,0,0,True
llama_rslora,105,2374,2730,15.0000,0,0,0,0,0,0,0,True
llama_rslora,106,445,445,0.0000,0,0,0,0,0,0,0,True
llama_rslora,107,435,435,0.0000,0,0,0,0,0,0,0,True
llama_rslora,108,1605,1605,0.0000,0,0,0,0,0,0,0,True
llama_rslora,109,1757,1757,0.0000,0,0,0,0,0,0,0,True
llama_rslora,110,1637,1850,13.0100,0,0,0,0,0,0,0,True
llama_rslora,111,154,162,5.1900,0,0,0,0,0,0,0,True
llama_rslora,112,2959,3437,16.1500,0,0,0,0,0,0,0,True
llama_rslora,113,947,947,0.0000,0,0,0,0,0,0,0,True
llama_rslora,114,958,1016,6.0500,0,0,0,0,0,0,0,True
llama_rslora,115,639,689,7.8200,0,0,0,0,0,1,1,False
llama_rslora,116,753,753,0.0000,0,0,0,0,0,0,0,True
llama_rslora,117,878,986,12.3000,0,0,0,0,0,0,0,True
llama_rslora,118,1561,1634,4.6800,0,0,0,0,0,0,0,True
llama_rslora,119,1504,1548,2.9300,0,0,0,0,0,0,0,True
llama_rslora,120,157,255,62.4200,0,18,0,0,0,0,18,False
llama_rslora,121,1041,1212,16.4300,0,0,0,0,0,0,0,True
llama_rslora,122,53,55,3.7700,0,0,0,0,0,0,0,True
llama_rslora,123,356,356,0.0000,0,0,0,0,0,0,0,True
llama_rslora,124,486,572,17.7000,0,0,0,0,0,0,0,True
llama_rslora,125,1681,1778,5.7700,0,0,0,0,0,0,0,True
llama_rslora,126,890,890,0.0000,0,0,0,0,0,0,0,True
llama_rslora,127,1315,1315,0.0000,0,0,0,0,0,0,0,True
llama_rslora,128,520,593,14.0400,0,0,0,0,0,0,0,True
llama_rslora,129,972,972,0.0000,0,0,0,0,0,0,0,True
llama_rslora,130,58,58,0.0000,0,0,0,0,0,0,0,True
llama_rslora,131,59,59,0.0000,0,0,0,0,0,0,0,True
llama_rslora,132,2917,3587,22.9700,0,0,0,0,0,1,1,False
llama_rslora,133,3106,4038,30.0100,0,17,9,2,3,5,36,False
llama_rslora,134,1271,1286,1.1800,0,0,0,0,0,0,0,True
llama_rslora,135,2891,3158,9.2400,0,0,0,0,0,0,0,True
llama_rslora,136,1810,1950,7.7300,0,0,0,0,0,0,0,True
llama_rslora,137,2875,3181,10.6400,0,0,0,0,0,0,0,True
llama_rslora,138,1493,1563,4.6900,0,0,0,0,0,0,0,True
llama_rslora,139,1230,1436,16.7500,0,0,0,0,0,0,0,True
llama_rslora,140,802,802,0.0000,0,0,0,0,0,0,0,True
llama_rslora,141,466,466,0.0000,0,0,0,0,0,0,0,True
llama_rslora,142,1434,1434,0.0000,0,0,0,0,0,0,0,True
llama_rslora,143,1654,1654,0.0000,0,0,0,0,0,0,0,True
llama_rslora,144,3094,3541,14.4500,0,0,0,0,0,0,0,True
llama_rslora,145,2117,2117,0.0000,0,0,0,0,0,0,0,True
llama_rslora,146,931,1040,11.7100,0,0,0,0,0,0,0,True
llama_rslora,147,1336,1336,0.0000,0,0,0,0,0,0,0,True
llama_rslora,148,3185,3792,19.0600,0,0,0,0,0,0,0,True
llama_rslora,149,856,856,0.0000,0,0,0,0,0,0,0,True
llama_rslora,150,243,243,0.0000,0,0,0,0,0,0,0,True
llama_rslora,151,1376,1376,0.0000,0,0,0,0,0,0,0,True
llama_rslora,152,588,674,14.6300,0,0,0,0,0,0,0,True
llama_rslora,153,2058,2058,0.0000,0,0,0,0,0,0,0,True
llama_rslora,154,1331,1381,3.7600,0,0,0,0,0,0,0,True
llama_rslora,155,2328,2328,0.0000,0,0,0,0,0,0,0,True
llama_rslora,156,1639,1639,0.0000,0,0,0,0,0,0,0,True
llama_rslora,157,804,824,2.4900,0,0,0,0,0,0,0,True
llama_rslora,158,254,279,9.8400,0,0,0,0,0,0,0,True
llama_rslora,159,1617,1763,9.0300,0,0,0,0,0,0,0,True
llama_rslora,160,801,862,7.6200,0,0,0,0,0,0,0,True
llama_rslora,161,1695,2005,18.2900,0,0,0,0,0,0,0,True
llama_rslora,162,1383,1422,2.8200,0,0,0,0,0,0,0,True
llama_rslora,163,2859,3407,19.1700,0,0,0,0,0,0,0,True
llama_rslora,164,873,873,0.0000,0,0,0,0,0,0,0,True
llama_rslora,165,543,543,0.0000,0,0,0,0,0,0,0,True
llama_rslora,166,412,460,11.6500,0,0,0,0,0,0,0,True
llama_rslora,167,583,583,0.0000,0,0,0,0,0,0,0,True
llama_rslora,168,615,659,7.1500,0,0,0,0,0,0,0,True
llama_rslora,169,545,545,0.0000,0,0,0,0,0,0,0,True
llama_rslora,170,1799,1952,8.5000,0,0,0,0,0,0,0,True
llama_rslora,171,72,72,0.0000,0,0,0,0,0,0,0,True
llama_rslora,172,2254,2560,13.5800,0,0,0,0,0,0,0,True
llama_rslora,173,870,870,0.0000,0,0,0,0,0,0,0,True
llama_rslora,174,1258,1426,13.3500,0,0,0,0,0,0,0,True
llama_rslora,175,612,733,19.7700,0,0,0,0,0,0,0,True
llama_rslora,176,359,3557,890.8100,0,216,0,2,16,0,234,False
llama_rslora,177,57,67,17.5400,0,0,0,0,0,0,0,True
llama_rslora,178,1420,1420,0.0000,0,0,0,0,0,0,0,True
llama_rslora,179,1867,2189,17.2500,0,0,0,0,0,1,1,False
llama_rslora,180,441,447,1.3600,0,0,0,0,0,0,0,True
llama_rslora,181,1052,1102,4.7500,0,0,0,0,0,0,0,True
llama_rslora,182,162,162,0.0000,0,0,0,0,0,0,0,True
llama_rslora,183,1527,1527,0.0000,0,0,0,0,0,0,0,True
llama_rslora,184,667,766,14.8400,0,0,0,0,0,0,0,True
llama_rslora,185,1851,1906,2.9700,0,0,0,0,0,0,0,True
llama_rslora,186,1335,1407,5.3900,0,0,0,0,0,0,0,True
llama_rslora,187,2042,2301,12.6800,0,0,0,0,0,0,0,True
llama_rslora,188,1700,1757,3.3500,0,0,0,0,0,0,0,True
llama_rslora,189,1390,1390,0.0000,0,0,0,0,0,0,0,True
llama_rslora,190,1296,1324,2.1600,0,0,0,0,0,0,0,True
llama_rslora,191,1451,1451,0.0000,0,0,0,0,0,0,0,True
llama_rslora,192,143,151,5.5900,0,0,0,0,0,0,0,True
llama_rslora,193,860,949,10.3500,0,0,0,0,0,0,0,True
llama_rslora,194,1187,1187,0.0000,0,0,0,0,0,0,0,True
llama_rslora,195,219,234,6.8500,0,0,0,0,0,0,0,True
llama_rslora,196,2582,2591,0.3500,0,0,0,0,0,0,0,True
llama_rslora,197,1876,2709,44.4000,0,2,3,0,0,0,5,False
llama_rslora,198,1888,2107,11.6000,0,0,0,0,0,0,0,True
llama_rslora,199,402,469,16.6700,0,0,0,0,0,0,0,True
llama_rslora,200,1622,1997,23.1200,0,0,0,0,0,0,0,True
ministral_lora,1,977,977,0.0000,0,0,0,0,0,0,0,True
ministral_lora,2,941,960,2.0200,0,0,0,0,0,0,0,True
ministral_lora,3,1402,1402,0.0000,0,0,0,0,0,0,0,True
ministral_lora,4,1565,1616,3.2600,0,0,0,0,0,0,0,True
ministral_lora,5,1286,1294,0.6200,0,0,0,0,0,0,0,True
ministral_lora,6,449,449,0.0000,0,0,0,0,0,0,0,True
ministral_lora,7,462,554,19.9100,0,0,0,0,0,0,0,True
ministral_lora,8,498,498,0.0000,0,0,0,0,0,0,0,True
ministral_lora,9,1157,1217,5.1900,0,0,0,0,0,0,0,True
ministral_lora,10,71,71,0.0000,0,0,0,0,0,0,0,True
ministral_lora,11,146,146,0.0000,0,0,0,0,0,0,0,True
ministral_lora,12,409,409,0.0000,0,0,0,0,0,0,0,True
ministral_lora,13,1289,1289,0.0000,0,0,0,0,0,0,0,True
ministral_lora,14,525,525,0.0000,0,0,0,0,0,0,0,True
ministral_lora,15,854,919,7.6100,0,0,0,0,0,0,0,True
ministral_lora,16,2499,2934,17.4100,0,0,0,0,0,0,0,True
ministral_lora,17,1223,1434,17.2500,0,0,0,0,0,0,0,True
ministral_lora,18,955,1091,14.2400,0,0,0,0,0,0,0,True
ministral_lora,19,332,332,0.0000,0,0,0,0,0,0,0,True
ministral_lora,20,686,686,0.0000,0,0,0,0,0,0,0,True
ministral_lora,21,358,358,0.0000,0,0,0,0,0,0,0,True
ministral_lora,22,2396,2650,10.6000,0,0,0,0,0,0,0,True
ministral_lora,23,127,156,22.8300,8,3,0,0,0,0,11,False
ministral_lora,24,2960,3273,10.5700,0,0,0,0,0,0,0,True
ministral_lora,25,1402,1548,10.4100,0,0,0,0,0,0,0,True
ministral_lora,26,374,442,18.1800,0,0,0,0,0,0,0,True
ministral_lora,27,2277,2630,15.5000,0,0,0,0,0,0,0,True
ministral_lora,28,490,547,11.6300,0,0,0,0,0,0,0,True
ministral_lora,29,755,755,0.0000,0,0,0,0,0,0,0,True
ministral_lora,30,2566,3089,20.3800,0,0,0,0,0,0,0,True
ministral_lora,31,280,280,0.0000,0,0,0,0,0,0,0,True
ministral_lora,32,1651,1826,10.6000,0,0,0,0,0,0,0,True
ministral_lora,33,300,300,0.0000,0,0,0,0,0,0,0,True
ministral_lora,34,1580,1737,9.9400,0,0,0,0,0,0,0,True
ministral_lora,35,427,446,4.4500,0,0,0,0,0,0,0,True
ministral_lora,36,2614,3233,23.6800,0,0,0,1,0,0,1,False
ministral_lora,37,65,66,1.5400,0,0,0,0,0,0,0,True
ministral_lora,38,521,565,8.4500,0,0,0,0,0,0,0,True
ministral_lora,39,309,309,0.0000,0,0,0,0,0,0,0,True
ministral_lora,40,2180,2180,0.0000,0,1,0,0,0,0,1,False
ministral_lora,41,1709,1709,0.0000,0,0,0,0,0,0,0,True
ministral_lora,42,1271,1281,0.7900,0,0,0,0,0,0,0,True
ministral_lora,43,1442,1522,5.5500,0,0,0,0,0,0,0,True
ministral_lora,44,1525,1525,0.0000,0,0,0,0,0,0,0,True
ministral_lora,45,523,523,0.0000,0,0,0,0,0,0,0,True
ministral_lora,46,857,884,3.1500,0,0,0,0,0,0,0,True
ministral_lora,47,1019,1047,2.7500,0,0,0,0,0,0,0,True
ministral_lora,48,2597,2641,1.6900,0,0,0,0,0,0,0,True
ministral_lora,49,2987,3432,14.9000,0,0,0,0,0,0,0,True
ministral_lora,50,2590,2899,11.9300,0,0,0,0,0,0,0,True
ministral_lora,51,1430,1430,0.0000,0,0,0,0,0,0,0,True
ministral_lora,52,435,435,0.0000,0,0,0,0,0,0,0,True
ministral_lora,53,1598,1598,0.0000,0,0,0,0,0,0,0,True
ministral_lora,54,422,529,25.3600,0,1,0,0,0,0,1,False
ministral_lora,55,1365,1370,0.3700,0,0,0,0,0,0,0,True
ministral_lora,56,1077,1790,66.2000,0,19,16,2,0,1,38,False
ministral_lora,57,242,676,179.3400,0,74,0,1,1,0,76,False
ministral_lora,58,727,727,0.0000,0,0,0,0,0,0,0,True
ministral_lora,59,861,869,0.9300,0,0,0,0,0,0,0,True
ministral_lora,60,2466,7566,206.8100,0,114,40,56,15,15,240,False
ministral_lora,61,693,713,2.8900,0,0,0,0,0,0,0,True
ministral_lora,62,1466,1650,12.5500,0,0,0,0,0,0,0,True
ministral_lora,63,45,45,0.0000,0,0,0,0,0,0,0,True
ministral_lora,64,1819,2068,13.6900,0,0,0,0,0,0,0,True
ministral_lora,65,591,721,22.0000,0,0,0,0,0,0,0,True
ministral_lora,66,532,663,24.6200,0,0,0,0,0,0,0,True
ministral_lora,67,1064,1238,16.3500,0,0,0,0,0,0,0,True
ministral_lora,68,1157,1324,14.4300,0,0,0,0,0,0,0,True
ministral_lora,69,1121,1121,0.0000,0,0,0,0,0,0,0,True
ministral_lora,70,545,602,10.4600,0,0,0,0,0,0,0,True
ministral_lora,71,1016,1179,16.0400,0,0,0,0,0,0,0,True
ministral_lora,72,674,712,5.6400,0,0,0,0,0,0,0,True
ministral_lora,73,340,360,5.8800,0,0,0,0,0,0,0,True
ministral_lora,74,329,374,13.6800,0,0,0,0,0,0,0,True
ministral_lora,75,1621,1621,0.0000,0,0,0,0,0,0,0,True
ministral_lora,76,744,858,15.3200,0,0,0,0,0,0,0,True
ministral_lora,77,2435,2771,13.8000,7,0,0,0,0,0,7,False
ministral_lora,78,698,698,0.0000,0,0,0,0,0,0,0,True
ministral_lora,79,1414,1494,5.6600,0,0,0,0,0,0,0,True
ministral_lora,80,2241,2314,3.2600,0,0,0,0,0,0,0,True
ministral_lora,81,364,364,0.0000,0,0,0,0,0,0,0,True
ministral_lora,82,4012,4604,14.7600,0,1,0,0,0,0,1,False
ministral_lora,83,338,338,0.0000,0,0,0,0,0,0,0,True
ministral_lora,84,930,930,0.0000,0,0,0,0,0,0,0,True
ministral_lora,85,2063,2365,14.6400,0,0,0,0,0,0,0,True
ministral_lora,86,495,516,4.2400,0,0,0,0,0,0,0,True
ministral_lora,87,1884,2170,15.1800,0,0,0,0,0,0,0,True
ministral_lora,88,1328,1328,0.0000,0,0,0,0,0,0,0,True
ministral_lora,89,250,273,9.2000,0,0,0,0,0,0,0,True
ministral_lora,90,301,386,28.2400,0,0,0,0,0,0,0,True
ministral_lora,91,1685,1788,6.1100,0,0,0,0,0,0,0,True
ministral_lora,92,2329,3009,29.2000,1,2,3,0,0,0,6,False
ministral_lora,93,2787,3013,8.1100,0,0,0,0,0,0,0,True
ministral_lora,94,177,177,0.0000,0,0,0,0,0,0,0,True
ministral_lora,95,706,747,5.8100,0,0,0,0,0,0,0,True
ministral_lora,96,822,837,1.8200,0,0,0,0,0,0,0,True
ministral_lora,97,571,1915,235.3800,0,102,0,1,0,0,103,False
ministral_lora,98,422,422,0.0000,0,0,0,0,1,0,1,False
ministral_lora,99,895,1040,16.2000,0,0,0,0,0,0,0,True
ministral_lora,100,2448,2761,12.7900,0,0,0,0,0,0,0,True
ministral_lora,101,2704,3523,30.2900,0,0,0,0,0,0,0,True
ministral_lora,102,999,1180,18.1200,0,0,0,0,0,0,0,True
ministral_lora,103,1063,1137,6.9600,0,0,0,0,0,0,0,True
ministral_lora,104,1136,1209,6.4300,0,0,0,0,0,0,0,True
ministral_lora,105,2374,2682,12.9700,0,0,0,0,0,0,0,True
ministral_lora,106,445,445,0.0000,0,0,0,0,0,0,0,True
ministral_lora,107,435,435,0.0000,0,0,0,0,0,0,0,True
ministral_lora,108,1605,1752,9.1600,0,0,0,0,0,0,0,True
ministral_lora,109,1757,1823,3.7600,0,0,0,0,0,0,0,True
ministral_lora,110,1637,1675,2.3200,0,0,0,0,0,0,0,True
ministral_lora,111,154,169,9.7400,0,0,0,0,0,0,0,True
ministral_lora,112,2959,3098,4.7000,0,0,0,0,0,0,0,True
ministral_lora,113,947,947,0.0000,0,0,0,0,0,0,0,True
ministral_lora,114,958,1016,6.0500,0,0,0,0,0,0,0,True
ministral_lora,115,639,789,23.4700,0,0,0,0,0,0,0,True
ministral_lora,116,753,753,0.0000,0,0,0,0,0,0,0,True
ministral_lora,117,878,1031,17.4300,0,0,0,0,0,0,0,True
ministral_lora,118,1561,1650,5.7000,0,0,0,0,0,0,0,True
ministral_lora,119,1504,1712,13.8300,0,0,0,0,0,0,0,True
ministral_lora,120,157,613,290.4500,1,157,5,0,0,0,163,False
ministral_lora,121,1041,1171,12.4900,0,0,0,0,0,0,0,True
ministral_lora,122,53,56,5.6600,0,0,0,0,0,0,0,True
ministral_lora,123,356,356,0.0000,0,0,0,0,0,0,0,True
ministral_lora,124,486,571,17.4900,0,0,0,0,0,0,0,True
ministral_lora,125,1681,1778,5.7700,0,0,0,0,0,0,0,True
ministral_lora,126,890,890,0.0000,0,0,0,0,0,0,0,True
ministral_lora,127,1315,1431,8.8200,0,0,0,0,0,0,0,True
ministral_lora,128,520,1087,109.0400,0,36,0,0,1,0,37,False
ministral_lora,129,972,972,0.0000,0,0,0,0,0,0,0,True
ministral_lora,130,58,63,8.6200,0,0,0,0,0,0,0,True
ministral_lora,131,59,59,0.0000,0,0,0,0,0,0,0,True
ministral_lora,132,2917,3383,15.9800,0,0,0,0,0,0,0,True
ministral_lora,133,3106,4315,38.9200,0,5,14,1,1,3,24,False
ministral_lora,134,1271,1296,1.9700,0,0,0,0,0,0,0,True
ministral_lora,135,2891,3470,20.0300,0,0,0,0,0,0,0,True
ministral_lora,136,1810,1936,6.9600,0,0,0,0,0,0,0,True
ministral_lora,137,2875,2927,1.8100,0,0,0,0,0,0,0,True
ministral_lora,138,1493,1560,4.4900,0,0,0,0,0,0,0,True
ministral_lora,139,1230,1436,16.7500,0,0,0,0,0,0,0,True
ministral_lora,140,802,802,0.0000,0,0,0,0,0,0,0,True
ministral_lora,141,466,466,0.0000,0,0,0,0,0,0,0,True
ministral_lora,142,1434,1440,0.4200,0,0,0,0,0,0,0,True
ministral_lora,143,1654,1654,0.0000,0,0,0,0,0,0,0,True
ministral_lora,144,3094,3739,20.8500,0,0,0,0,0,0,0,True
ministral_lora,145,2117,2117,0.0000,0,0,0,0,0,0,0,True
ministral_lora,146,931,945,1.5000,0,0,0,0,0,0,0,True
ministral_lora,147,1336,1336,0.0000,0,0,0,0,0,0,0,True
ministral_lora,148,3185,9361,193.9100,0,22,24,9,11,8,74,False
ministral_lora,149,856,856,0.0000,0,0,0,0,0,0,0,True
ministral_lora,150,243,243,0.0000,0,0,0,0,0,0,0,True
ministral_lora,151,1376,1376,0.0000,0,0,0,0,0,0,0,True
ministral_lora,152,588,674,14.6300,0,0,0,0,0,0,0,True
ministral_lora,153,2058,2058,0.0000,0,0,0,0,0,0,0,True
ministral_lora,154,1331,1419,6.6100,0,0,0,0,0,0,0,True
ministral_lora,155,2328,2328,0.0000,0,0,0,0,0,0,0,True
ministral_lora,156,1639,1687,2.9300,0,0,0,0,0,0,0,True
ministral_lora,157,804,824,2.4900,0,0,0,0,0,0,0,True
ministral_lora,158,254,297,16.9300,0,0,0,0,0,0,0,True
ministral_lora,159,1617,1782,10.2000,0,0,0,0,0,0,0,True
ministral_lora,160,801,857,6.9900,0,0,0,0,0,0,0,True
ministral_lora,161,1695,1864,9.9700,0,0,0,0,0,0,0,True
ministral_lora,162,1383,1442,4.2700,0,0,0,0,0,0,0,True
ministral_lora,163,2859,3361,17.5600,0,0,0,0,0,0,0,True
ministral_lora,164,873,873,0.0000,0,0,0,0,0,0,0,True
ministral_lora,165,543,543,0.0000,0,0,0,0,0,0,0,True
ministral_lora,166,412,460,11.6500,0,0,0,0,0,0,0,True
ministral_lora,167,583,595,2.0600,0,0,0,0,0,0,0,True
ministral_lora,168,615,753,22.4400,0,0,0,0,0,0,0,True
ministral_lora,169,545,545,0.0000,0,0,0,0,0,0,0,True
ministral_lora,170,1799,2145,19.2300,0,0,0,0,0,0,0,True
ministral_lora,171,72,72,0.0000,0,0,0,0,0,0,0,True
ministral_lora,172,2254,2644,17.3000,0,0,0,0,0,0,0,True
ministral_lora,173,870,870,0.0000,0,0,0,0,0,0,0,True
ministral_lora,174,1258,1345,6.9200,0,0,0,0,0,0,0,True
ministral_lora,175,612,694,13.4000,0,0,0,0,0,0,0,True
ministral_lora,176,359,567,57.9400,1,6,1,2,0,0,10,False
ministral_lora,177,57,64,12.2800,0,0,0,0,0,0,0,True
ministral_lora,178,1420,1428,0.5600,0,0,0,0,0,0,0,True
ministral_lora,179,1867,2096,12.2700,0,0,0,0,0,0,0,True
ministral_lora,180,441,447,1.3600,0,0,0,0,0,0,0,True
ministral_lora,181,1052,1106,5.1300,0,0,0,0,0,0,0,True
ministral_lora,182,162,162,0.0000,0,0,0,0,0,0,0,True
ministral_lora,183,1527,1527,0.0000,0,0,0,0,0,0,0,True
ministral_lora,184,667,707,6.0000,0,0,0,0,0,0,0,True
ministral_lora,185,1851,1920,3.7300,0,0,0,0,0,0,0,True
ministral_lora,186,1335,1404,5.1700,0,0,0,0,0,0,0,True
ministral_lora,187,2042,2363,15.7200,0,0,0,0,0,0,0,True
ministral_lora,188,1700,1713,0.7600,0,0,0,0,0,0,0,True
ministral_lora,189,1390,1390,0.0000,0,0,0,0,0,0,0,True
ministral_lora,190,1296,1360,4.9400,0,0,0,0,0,0,0,True
ministral_lora,191,1451,1481,2.0700,0,0,0,0,0,0,0,True
ministral_lora,192,143,151,5.5900,0,0,0,0,0,0,0,True
ministral_lora,193,860,860,0.0000,0,0,0,0,0,0,0,True
ministral_lora,194,1187,1387,16.8500,0,0,0,0,0,0,0,True
ministral_lora,195,219,280,27.8500,0,0,0,0,0,0,0,True
ministral_lora,196,2582,2854,10.5300,0,0,0,0,0,0,0,True
ministral_lora,197,1876,1942,3.5200,0,0,0,0,0,0,0,True
ministral_lora,198,1888,1970,4.3400,0,0,0,0,0,0,0,True
ministral_lora,199,402,443,10.2000,0,0,0,0,0,0,0,True
ministral_lora,200,1622,1787,10.1700,0,0,0,0,0,0,0,True
ministral_rslora,1,977,977,0.0000,0,0,0,0,0,0,0,True
ministral_rslora,2,941,1006,6.9100,1,0,6,0,0,0,7,False
ministral_rslora,3,1402,1402,0.0000,0,0,0,0,0,0,0,True
ministral_rslora,4,1565,1749,11.7600,0,0,0,0,0,0,0,True
ministral_rslora,5,1286,1430,11.2000,0,0,0,0,0,0,0,True
ministral_rslora,6,449,456,1.5600,0,0,0,0,0,0,0,True
ministral_rslora,7,462,531,14.9400,0,0,0,0,0,0,0,True
ministral_rslora,8,498,512,2.8100,0,0,0,0,0,0,0,True
ministral_rslora,9,1157,1157,0.0000,1,0,3,0,0,0,4,False
ministral_rslora,10,71,71,0.0000,0,0,0,0,0,0,0,True
ministral_rslora,11,146,146,0.0000,0,0,0,0,0,0,0,True
ministral_rslora,12,409,472,15.4000,0,0,0,0,0,0,0,True
ministral_rslora,13,1289,1312,1.7800,0,0,0,0,0,0,0,True
ministral_rslora,14,525,525,0.0000,0,0,0,0,0,0,0,True
ministral_rslora,15,854,1076,26.0000,0,0,0,0,0,0,0,True
ministral_rslora,16,2499,2741,9.6800,1,0,4,0,0,0,5,False
ministral_rslora,17,1223,1687,37.9400,0,8,0,0,0,0,8,False
ministral_rslora,18,955,1280,34.0300,0,0,0,0,0,0,0,True
ministral_rslora,19,332,369,11.1400,0,0,0,0,0,0,0,True
ministral_rslora,20,686,747,8.8900,1,0,3,0,0,0,4,False
ministral_rslora,21,358,358,0.0000,0,0,0,0,0,0,0,True
ministral_rslora,22,2396,2427,1.2900,1,0,2,0,0,0,3,False
ministral_rslora,23,127,243,91.3400,0,41,8,0,0,0,49,False
ministral_rslora,24,2960,3494,18.0400,0,0,0,0,0,0,0,True
ministral_rslora,25,1402,1548,10.4100,1,0,5,0,0,0,6,False
ministral_rslora,26,374,462,23.5300,1,5,10,0,0,1,17,False
ministral_rslora,27,2277,2523,10.8000,0,0,0,0,0,0,0,True
ministral_rslora,28,490,1324,170.2000,0,53,1,0,2,0,56,False
ministral_rslora,29,755,755,0.0000,0,0,0,0,0,0,0,True
ministral_rslora,30,2566,3581,39.5600,0,3,0,0,0,0,3,False
ministral_rslora,31,280,299,6.7900,0,0,0,0,0,0,0,True
ministral_rslora,32,1651,2319,40.4600,0,5,1,0,0,0,6,False
ministral_rslora,33,300,300,0.0000,0,0,0,0,0,0,0,True
ministral_rslora,34,1580,1900,20.2500,0,0,0,0,0,0,0,True
